id,score
8f9c0813,3.0
8fbd833d,3.0
8fbd8fb3,3.5
8fcb57ae,4.0
8fdc8601,2.5
8feba1fd,4.5
8ff8bf8a,3.0
8fffe644,4.0
9022e4d4,4.5
90269dde,3.5
90295028,4.5
9034ff83,5.0
9048481a,2.0
9059cc2e,3.5
9060dbf2,4.0
9061574e,2.5
90911337,4.5
909354fd,3.0
90b4a05d,4.5
9116f319,4.0
911a0eed,4.5
91298a75,3.5
91849925,5.0
918a665d,2.5
92122c61,4.5
9238a345,1.0
923ca962,4.5
9259b9ef,4.0
929b792b,3.5
92aedf7d,2.5
93254e05,4.5
93274056,5.5
932df7b4,3.5
93348ad7,5.5
9347ef4c,1.5
934d3907,5.0
935529e4,3.0
9387663a,2.0
93e42795,4.0
93eb72ae,4.5
945ef4cd,3.0
946479b3,3.0
9482dac7,2.0
949b4349,3.5
94dc3440,3.5
94dc4f03,3.5
94f762ff,5.0
954b0e6c,3.0
95539d95,2.5
955e30d1,4.0
955ea377,4.5
95acfe17,1.0
95bae1f0,5.0
95c6b90e,4.0
95d8de34,3.5
960d5df5,5.5
963b9bc1,4.5
9654cf12,5.5
967a0499,3.0
96bb51b6,4.5
96d0af80,4.0
96d5d232,3.5
96d9d49e,3.5
96e4825f,4.0
96efda3b,3.0
96ff9891,3.0
972581fa,3.0
978aa7a7,3.5
9790b0fa,5.0
979e6e7e,3.5
97bb1cdc,2.5
97dcb8b2,4.0
98058f5d,5.5
9824217b,2.0
986b594d,4.0
98e0b921,4.5
98ea47d5,2.5
99067006,4.0
99087dfb,3.5
991029d7,2.5
991b0a60,4.0
9923f86b,4.0
9943adf2,3.5
9944b4c5,3.5
994c1a12,3.5
994f202a,4.5
995c445c,4.5
995e2389,4.5
999246d1,2.5
9999c95a,1.5
99d9c99c,3.0
9a2ed914,5.0
9a6032c9,4.5
9a66339b,3.5
9a89a9bd,3.5
9ab68076,3.0
9ad6f093,3.5
9af2bc7c,5.0
9af83860,5.0
9b1f39a7,4.5
9b3a64d9,4.0
9bb707cb,2.5
9bc6e6cc,2.0
9c4404a6,3.0
9c4627b3,3.0
9c505fff,5.5
9c5131cf,4.0
9c54b5a8,4.5
9c656e73,5.0
9c7ff6de,3.5
9c9c6e1a,4.0
9cc84e1b,4.5
9cd00d22,3.5
9cd5ac07,4.0
9cdeaac5,3.5
9ce1a51f,3.5
9ce5e4cf,3.0
9cfb112b,6.0
9d239d44,4.5
9d5dd931,4.5
9d8254bc,3.5
9d8ba1be,5.0
9d962f39,3.5
9dad44fc,2.5
9e0b8121,5.5
9e5e1401,4.5
9e9cc5e4,4.5
9eab51f8,4.5
9eba326c,4.5
9ecddd96,4.5
9ed9b275,4.0
9ee392eb,3.5
9eed1c32,1.5
9f1c3e52,3.5
9f328eb3,5.0
9f3cc888,3.0
9f409102,3.0
9f61160b,2.5
9f62a5e5,5.5
9f8143a9,6.0
9f9b0a0e,4.5
9fa0f5fd,3.5
9fae8916,4.0
9fd69131,5.0
9fe6fde8,4.0
9fecf3dc,4.0
a0227a21,5.0
a026a4ed,4.0
a04a32c3,1.5
a04c2d05,3.0
a0712779,3.5
a07292a9,4.0
a0940781,4.5
a0c24719,3.5
a0d550f4,5.5
a0dd8c5d,4.0
a0eaf617,4.5
a0f341e3,4.0
a0fa9e98,5.5
a117f778,2.0
a134dd29,3.0
a13e3a1d,3.5
a18d1dce,3.5
a1a579b8,5.0
a1a879ad,2.5
a1e5c00a,4.0
a2212ea2,3.5
a24677fb,3.0
a265f6b2,5.5
a278e3e3,5.5
a294b044,3.0
a2b991c4,4.5
a2f924cd,4.5
a2fea92f,3.0
a3002e51,1.5
a3020d40,4.0
a3417adb,4.0
a350cdb0,3.5
a39139ca,3.5
a394eb72,2.0
a399ebf0,5.5
a39a142d,3.5
a3dd84d1,4.0
a3e3f8d7,5.0
a4050889,3.0
a42ed34a,4.5
a4343828,3.5
a435ad82,4.0
a44e2223,3.0
a466bdbd,3.5
a4786db7,4.5
a48809ed,3.5
a4c28de8,5.0
a4dc3a53,4.0
a4e91a31,4.5
a4eed006,1.5
a5082dd5,2.0
a50ad9b8,2.0
a5535728,4.5
a557363c,3.5
a5593c54,3.5
a573979a,4.0
a581dbff,3.5
a5c7e939,5.0
a5d219a7,4.0
a5dc9ae4,2.5
a5faf0da,4.0
a60740b8,1.5
a60f97e1,3.5
a65c30f2,4.0
a67d7333,5.0
a68438f2,4.5
a6a84700,5.5
a6cc9c6a,3.0
a6d05bf8,2.0
a6d7b342,3.0
a6d90b13,2.5
a6f785ed,2.5
a709392d,4.0
a72a8eb5,5.5
a73f2eb3,4.0
a74a8557,4.0
a74f7d18,5.5
a753ded2,6.0
a7621aff,3.0
a767196b,4.5
a7675a7c,4.5
a799eaec,3.5
a7a31aa3,3.5
a7caa6c5,3.5
a7df9886,4.0
a7e9121d,5.0
a814c646,3.0
a8219621,2.5
a83ed2ea,1.5
a8a44b19,3.5
a95eb2f8,3.5
a96dc180,5.0
a978dd26,2.5
a9be88ec,4.0
a9cab2af,5.0
a9f538e2,4.0
a9fd5db1,6.0
aa052ff5,4.5
aa46b040,1.5
aa482fd9,2.5
aa6238d4,5.0
aa7fe2fd,4.5
aabc948f,4.5
aac5ac07,1.0
aae3f491,4.5
aaf07101,3.5
ab02baf8,3.0
ab0a3132,4.5
ab101095,2.5
ab38c3d6,6.0
ab888941,4.0
ab94ff28,3.0
ab975e22,2.5
abac6041,5.0
abb84da9,4.5
abdcad90,3.0
abffaa47,3.5
ac035e08,5.0
ac509b72,3.5
ac558e55,3.5
ac63a9eb,3.5
ac6e670a,2.5
ac71d377,5.5
ac9e81f6,3.5
acaf840f,4.5
ace0ee61,4.5
ad04a619,1.5
ad074ea8,4.5
ad54385b,2.5
ad5f7cbb,3.0
ad8bba1d,4.0
ad8f2b1e,5.0
ad929a5c,4.0
adb9eb41,4.0
adc30d84,4.5
adfa3eeb,1.5
ae1d4355,4.5
ae2e45f2,4.5
ae3aac7e,6.0
ae424507,4.0
ae6319cf,2.5
ae72372e,4.5
ae9a4021,2.5
aeba6ea3,3.5
aece6ae8,4.5
aed269c6,4.5
aedc273c,3.0
aef3e7db,4.5
af2374f2,2.5
af4080f5,4.5
af413996,3.5
af6b9c48,5.0
afb37127,4.0
afc07c28,4.5
b0127418,3.0
b027df85,3.5
b050b765,1.5
b0549c3f,5.0
b05c3e6f,2.5
b0889ee9,3.0
b09dfe31,3.0
b0c331fc,5.0
b0c5d223,4.5
b0deada8,4.0
b0f15494,4.5
b0fa5a71,6.0
b0fad85d,2.0
b10b4664,2.5
b10c5326,4.0
b10e093c,2.5
b11e1fdc,2.5
b1301f27,4.5
b1560018,3.5
b160b3e7,5.5
b1789fc6,3.0
b1b8d3b7,4.0
b20bd1f8,2.0
b2363d6e,3.0
b24d05d3,3.0
b2688a58,5.0
b26c5a3c,4.5
b26fe420,5.0
b27d8477,2.5
b2971bf2,1.5
b2ab8661,3.5
b2c410b3,4.0
b2f436ad,3.0
b2fd3a2f,2.5
b3027b38,3.0
b3b3bb98,2.5
b3b622d0,2.5
b3cebc3a,4.5
b3ea4e9f,3.5
b4173b4d,4.0
b4387780,3.5
b44f2f34,3.5
b450b853,3.5
b45dc3dd,3.5
b475c8d9,2.0
b4834b77,4.0
b4854bfa,4.0
b4982a8b,3.0
b4988628,4.0
b4a02288,4.0
b4af5817,4.5
b4ce3f66,4.0
b4e5001b,2.5
b4e8eaad,3.0
b50a2dcc,4.0
b515a0d5,5.5
b52822bc,5.0
b5285c39,3.0
b55ef091,3.5
b5663b2f,3.0
b5665442,3.5
b595fa14,3.5
b5a82ead,2.0
b5bb3bdd,5.0
b5c46740,4.0
b5d6e867,2.5
b5e75668,5.5
b5f258f5,3.0
b602f375,2.5
b60d831a,3.0
b61221f1,4.0
b622ff3b,3.5
b62db875,5.0
b6338670,2.0
b645da5e,6.0
b6490565,5.0
b66bdcfe,2.5
b691afc2,4.5
b6e9986f,2.5
b6f4754b,3.0
b6fd25a0,5.0
b732c6e2,4.0
b73648cf,6.0
b77b9b81,4.0
b7c571ee,3.5
b7ec8513,3.5
b7fb66d1,5.0
b7fc4438,3.5
b8091db4,3.0
b80eb117,4.0
b816ee8e,2.5
b826ca8d,3.5
b837ce71,5.0
b8411b14,3.5
b89440ab,4.5
b8a857fc,4.0
b8da9bf0,4.5
b8e78e0c,3.0
b9203e25,2.5
b95dd47c,3.0
b9828b29,4.0
b9844961,5.0
b98b17d6,3.5
b9a0fbbd,4.5
b9b2a2f4,4.5
b9cec20e,3.0
b9f1915c,4.0
b9f90ada,4.5
ba001912,3.0
ba50b90e,4.0
ba66fe73,4.5
ba81e7d8,3.5
ba9f465d,3.5
bab8c2fd,4.0
bad1245c,4.0
bae51194,4.0
baf60693,3.0
bb43afb0,3.5
bb44a6bc,3.5
bb5c6a9c,3.0
bb6bbd4d,4.5
bb6e5cdd,3.0
bb87c079,4.0
bb948343,4.0
bb955a8a,4.0
bba7026d,3.5
bbcfe929,1.5
bbd06342,3.0
bc116d20,4.0
bc119fba,2.5
bc3da4ab,4.5
bc945fbf,3.5
bc9cded6,3.5
bcabf34b,5.5
bcfa471b,4.5
bd0baef9,4.0
bd487e77,2.5
bd5d30d6,4.5
bd75ded1,3.0
bd84b2a6,3.0
bd8a6fd8,4.5
bd9f68a9,4.0
bdff8fd1,2.5
be0d803b,4.0
be2130ad,3.5
be243d18,4.5
be24dd5d,3.5
be3bccf5,4.0
be43ca0e,3.0
be97e03c,3.5
be9834a2,4.0
bec6434b,3.0
bed8741c,3.0
bee6e87b,3.0
bf1a04b1,3.0
bf2311b3,3.5
bf68655a,4.0
bf8740c6,4.0
bfba4fa3,4.5
bfc85aa5,1.0
bff32927,2.5
c040902a,3.5
c04413fc,3.0
c08cd65e,6.0
c08e1863,3.5
c0adeba4,3.5
c0b955dd,3.0
c0e6ca6b,4.5
c0f07a4f,3.5
c15c5250,5.5
c17fc5cc,3.5
c196d8cc,2.5
c1af64b6,4.0
c1f8f0b2,3.0
c20c5287,4.5
c20ea620,3.5
c238b433,4.5
c242ceb5,3.0
c2528e34,3.5
c2d522ff,3.5
c33c336d,4.5
c346b379,4.5
c346bdb6,4.0
c3663a2d,0.5
c38f2d4d,2.5
c39065b4,4.0
c399c1f2,3.5
c3ad7780,4.5
c3b8c500,2.5
c3eaeb5a,5.5
c461f7de,3.5
c493eeee,3.5
c4999554,4.5
c4a77eaa,3.5
c4af026d,4.5
c4e06186,2.0
c4e2e556,4.0
c4f04c1c,4.5
c5153bc2,3.0
c5251ab9,2.5
c5269039,2.5
c531a2f0,4.0
c56d8755,4.0
c5a1232f,4.5
c5a5af30,2.5
c5a838d6,2.0
c5b40058,4.5
c5e2fee8,3.5
c5f593d9,4.0
c61c1a63,5.0
c62c21e9,5.0
c638e8c7,3.5
c647d68a,2.5
c67feed7,2.5
c6afddaf,5.5
c71dad9e,4.5
c71ed9a5,5.5
c72b96b8,3.5
c7814d19,2.5
c7a04443,4.0
c7aa7765,2.5
c7ab0e41,1.5
c7df6572,5.5
c82db6d5,5.0
c8307cea,4.5
c835095e,1.5
c83841f1,4.0
c83ed380,4.5
c840a064,4.5
c840de1b,4.0
c8423c56,5.5
c847f16b,4.5
c859a904,5.0
c87d17f0,5.5
c89ac493,3.5
c8c53117,3.5
c8cf48a3,4.0
c90ab478,3.5
c92c1620,3.5
c93dd35a,5.5
c97768c9,3.5
c977bb83,3.5
c99b9b37,2.5
c9a405c8,1.5
c9a8cb6d,3.0
c9b98881,6.0
c9be0189,3.0
ca06574b,3.5
ca1feec3,4.0
ca2405e7,4.0
ca6a1c11,4.5
ca8efe6c,2.5
caad8079,6.0
cacb78cd,3.0
cadd65c0,3.0
cb24e2f0,3.5
cb32aa46,5.0
cb36a061,3.0
cb457e17,4.5
cb4a7d8f,4.5
cb50ac2c,3.5
cb77daae,3.5
cb9a228f,4.5
cb9b9540,6.0
cbb77909,3.5
cbe4e3c6,4.5
cbeb2be7,3.5
cbf1f147,5.0
cbf9bdd8,3.0
cc32b9e5,3.5
cc68b81d,4.0
cc6a4840,4.0
cc6fa8cc,4.0
cc8e37c2,3.0
cc8f245d,4.5
cc951f16,3.5
cc995d97,4.0
ccab505f,4.5
ccbde4a9,3.0
cccaaf96,3.5
cccad129,4.0
cccdb12c,3.0
ccce9f54,5.0
ccdada4b,1.5
cce585a7,6.0
cce5f122,4.0
ccf38407,4.0
cd2202cd,5.5
cd64ed13,2.5
cd662b55,4.0
cd7b9bb9,4.0
cdc73008,2.5
cdc8a8ab,3.0
cdfbd31f,5.0
ce1c2031,4.5
ce40b2f6,3.5
ce47f41d,4.5
ce50f793,3.0
ce64ef83,2.0
ce6e839b,3.5
ce778f36,2.5
ce7f9d9d,4.5
ce992a54,5.5
cea62464,4.0
ceb42e8c,3.5
ceb6ad2a,4.0
cebb8af5,4.5
cecc4d35,4.0
cee5b384,4.0
cefcca98,4.0
cf4dd1df,2.0
cf61512c,4.0
cf672aae,4.0
cf7d95b9,4.0
cf8d1b80,3.5
cfa1bea0,3.0
cffadd0d,3.5
cffc66a7,2.5
d05cb8df,4.0
d05d4a14,4.0
d06feb60,4.0
d0701348,3.5
d0a7cd9c,3.0
d0b3b26b,4.5
d0d0ebea,1.5
d0faae5c,4.5
d116c7f9,4.5
d11b9bb5,2.5
d121cbd5,3.0
d1383522,3.0
d1798b5e,5.5
d192be1c,3.5
d1a0c0dc,3.0
d1a5677c,3.5
d1ab01f9,3.5
d1bc66cd,3.0
d1d79f42,4.0
d1d8aa0c,4.0
d1e7b103,3.5
d1ff3cd9,4.0
d204965c,3.0
d27518b9,2.0
d2d0ebc3,4.5
d2d78025,3.5
d2ec6dc6,1.5
d34f0b65,1.0
d35975fa,3.5
d36ceae6,4.5
d3a0c370,5.0
d3b9ecaa,3.0
d3c36263,4.5
d3ee468d,4.0
d3f97338,4.0
d3fef198,5.0
d4008a98,1.0
d409864b,5.0
d413a5b5,4.0
d4318fb6,4.0
d4426124,3.5
d448b7cb,2.5
d454e7c7,3.0
d4666900,4.0
d472cfd9,4.0
d47829b9,4.5
d49e21a4,1.5
d4af22cd,4.5
d4cf6a41,4.0
d4e208ac,4.0
d4fa47ec,4.5
d505f7c5,3.5
d516e816,4.0
d5353eac,4.5
d53e304e,5.0
d599928f,4.0
d5af6725,2.5
d5c746df,3.5
d5e08535,2.0
d5e3afb6,5.0
d5f419b5,4.0
d5fa21c0,1.5
d62d4366,1.5
d641a64d,3.0
d66ea1c0,3.5
d6892916,4.5
d68f5377,3.5
d6b3f0ee,2.5
d6c49842,4.0
d6c720ce,3.0
d6e700e9,3.0
d7055c65,3.0
d70e1baa,3.5
d74d2c51,3.5
d7705d79,4.5
d7871a2e,4.5
d791d36f,2.5
d7c03932,4.5
d7c8a819,3.5
d7c8ee51,4.5
d7d0eca0,4.5
d7f0b1aa,5.0
d7f21d96,2.0
d80ce807,3.5
d84f0c52,4.0
d850861d,3.5
d8612276,4.0
d86ac6c7,4.0
d87acfcd,5.0
d87dea65,3.5
d8871360,4.0
d888ebb7,3.5
d8a426e4,5.0
d8ad15e6,4.0
d8bae9f7,4.0
d8d596a3,4.0
d8d897c8,4.0
d8e49913,3.5
d8e53b5b,2.0
d8edf05d,4.0
d931029a,4.5
d93bd869,3.0
d9474286,2.0
d96b5156,3.0
d9a4b7a5,4.0
d9e2c66b,5.5
d9e9abae,4.0
d9fa0e75,5.5
d9fec26b,1.0
da5a554e,3.0
da6a74e8,3.5
da70f502,4.0
dac7fdac,3.0
dad2b05b,3.5
dafae958,3.5
db1e3631,3.5
db1f9df0,4.5
db50d9e3,5.5
db6c2876,3.5
db9b38e6,3.5
dbecb2a3,3.5
dbede377,4.0
dbee2b4e,3.5
dbf94a12,2.5
dbf9a096,3.5
dc0d7869,4.0
dc57d9b0,3.0
dc7b3d6e,2.5
dc844db4,4.0
dc90585d,3.5
dcad9665,3.0
dcb5cf49,3.5
dccf967f,4.5
dd219a5a,3.0
dd22a7ca,1.5
dd3bce46,4.0
dd3d1dd4,4.5
dd5994c0,4.5
dd75c2cc,5.5
dd88f370,3.0
dd8a5352,5.5
ddacfa95,3.0
ddd1ed83,3.5
dde9f6b7,4.0
ddec0a5b,3.0
ddf1b15f,4.0
ddf35b9a,4.5
ddfffe1f,4.0
de18d343,4.0
de30215b,4.0
de5a1b34,4.0
de913853,4.0
de9d6b34,4.0
deaac2a1,3.0
deb9b876,4.0
debf5b3b,3.0
dee20b45,3.5
df20a55a,3.5
df3055b0,4.0
df4a52ad,4.0
df5bfb67,3.5
df6f843d,4.5
df74824f,3.5
df949cee,4.5
dfbc5b5e,6.0
dfcb3181,3.5
dfcdeed7,3.0
e01ec054,6.0
e0324663,4.0
e041a590,4.0
e0a304a1,5.0
e0ab02ae,2.5
e0bacb1a,3.5
e0bb8634,4.5
e0e3c14c,4.0
e10e1197,4.5
e123e09b,2.5
e12a6ae7,2.0
e12b5946,4.5
e12bc25d,3.0
e14058f6,4.0
e154a6f9,3.5
e1567295,3.0
e15f50bd,3.0
e1a70d39,4.0
e1bd350e,3.0
e1f972d9,5.5
e2124c99,4.0
e23bcdd3,4.5
e2618d09,3.5
e262beca,5.5
e29d58c4,5.5
e2afc02e,4.5
e2bb43a4,2.5
e2db25a5,3.0
e300eb0e,4.0
e348267d,5.0
e3566589,3.5
e3cd380f,4.5
e3e0bc01,3.0
e3f3f5ee,4.5
e406a87e,1.5
e419603f,4.0
e41e2d33,2.5
e42b680c,2.0
e4517d6a,3.0
e463cf46,5.0
e46dbd03,3.0
e4721651,2.0
e4898343,3.5
e4acea6d,4.0
e519b7a4,3.5
e5246b48,3.5
e5339ab7,5.5
e561571f,4.5
e562b877,4.5
e5640ba4,4.5
e56c61cf,3.5
e58d9b29,4.0
e593ac4f,3.0
e596b9ad,2.5
e5b405e6,4.0
e5d223c4,4.0
e5f12cf8,3.5
e5f9bc63,2.0
e606399f,5.0
e6298062,3.5
e63504fc,3.0
e640a6b9,3.5
e6693dd9,2.0
e6702053,2.5
e6a6e1af,3.0
e6c46996,3.5
e6cce993,4.0
e6e75b5a,3.5
e6fbb647,2.0
e731a4d4,4.0
e73d822b,5.0
e74a7639,1.0
e74cdd1b,3.5
e76cf799,5.0
e7808797,3.5
e78f568c,4.5
e794f432,3.0
e7bf19b1,3.0
e7f05c8a,2.0
e7fe6607,5.0
e80f36a0,4.5
e817ec7a,2.5
e86a132d,1.5
e86ef821,3.0
e8a6381d,4.5
e8b674c1,4.0
e8f1926a,2.0
e937b66e,5.0
e952ad6f,4.0
e98e0a41,4.5
e9901ca6,3.5
e99a18d1,3.0
e9b68199,6.0
e9bac206,4.0
e9e25b02,4.0
ea0dfde0,4.0
ea0f84a6,3.5
ea411cc5,3.0
ea43e32d,2.5
ea6f3b93,4.5
ea71cc1a,2.5
ea735e2d,1.5
ea7c2867,3.0
ea95de7c,3.5
eac07dd0,3.5
eac9e436,5.5
eaed1826,4.0
eb5b8e69,3.0
eb5d1609,4.0
eb7992ef,3.0
eb968f4a,3.5
eba9ed17,3.0
ebd38edc,3.0
ebe17e7d,4.5
ebf6d57e,2.5
ec0efc3e,3.0
ec1bfe78,2.5
ec234dba,2.5
ec324099,4.0
ec339aeb,2.5
ec816a28,5.0
ec9a3e6d,3.5
ecafe4d8,3.0
ecb4af9f,3.0
ece37736,4.0
ed172a79,3.0
ed3202cf,4.5
ed51c841,3.5
ed8734dd,3.5
ed9933ce,2.0
edc6ce98,1.0
edd55568,4.5
ede8940b,5.5
ee11b25c,2.5
ee1a9853,5.0
ee2a0546,5.0
ee34c541,3.5
ee4a8e44,4.0
ee5110f5,3.5
ee5ecc19,4.0
ee73809c,2.0
ee80edbb,4.0
ee911fdc,4.5
eea1cab8,3.5
eed0ee0e,3.5
eed37e33,4.5
eed7c3f4,3.0
eeda6773,5.5
eef796e6,2.0
ef49c621,3.5
ef4bcc6b,4.0
ef57841d,4.0
ef5beee6,4.0
ef754fae,1.0
ef7c6ea1,5.5
efa94074,4.0
efaa8ea2,3.5
efad11bd,4.0
efb39280,4.0
f009c177,5.5
f01e26bb,5.5
f0209f34,4.0
f04670f7,4.0
f08f6465,1.0
f0c5c4f2,2.0
f0da0629,4.0
f0fb2654,4.0
f16080ce,2.5
f1731319,5.5
f17fa30e,5.5
f185661d,4.0
f19fb786,4.0
f1d5d6b9,1.5
f1f4cc46,3.5
f2021d46,3.5
f202bb11,5.5
f209bec2,2.0
f212d295,4.0
f22ce81b,4.0
f2399f11,3.5
f2597afd,4.0
f26e1dd2,1.0
f27ece1e,2.5
f28baf86,4.0
f28f6017,4.5
f292a107,4.0
f29f284a,1.5
f2c4d0bb,3.5
f2c7963f,3.0
f30d37f9,2.0
f31cd643,3.5
f359fc4a,5.5
f3778d8e,3.0
f38fcfd4,2.5
f3ad364f,5.5
f3b6b53e,5.5
f3e08757,5.0
f3e59808,4.0
f3f9174e,2.0
f3fb665a,2.5
f3fcf7ad,4.5
f4080033,4.5
f413c831,1.5
f418ed5f,5.5
f422aeed,3.0
f42b441c,3.0
f42b9e9f,5.0
f439e38d,5.5
f43db247,3.0
f44c5550,5.0
f44f11f1,4.5
f462f23c,3.5
f495bc5e,5.0
f5003d20,3.5
f518aa1d,4.5
f55c1c6b,2.0
f564c467,1.0
f56f5478,3.0
f57d7159,4.5
f58a6673,4.0
f599185c,3.5
f5a49c19,3.5
f5ae59e6,2.5
f5b04434,3.5
f5d14e2c,4.0
f5d8ccf9,4.0
f605d266,1.5
f606143f,5.5
f62fd7f3,5.0
f646700f,3.5
f64b2e1f,4.5
f64d14ff,4.5
f65551e4,4.0
f65da054,1.0
f686be9a,4.0
f68fab1a,3.5
f69a7e8b,4.0
f6ba36c4,5.0
f737aea7,3.5
f73a3078,3.5
f748f79f,4.5
f7551231,2.5
f772262b,2.0
f79335cf,4.0
f7a8641b,3.0
f7cf9bbf,3.5
f802dd9a,3.0
f82c8d7f,3.5
f8699abe,5.0
f875f75f,3.5
f888ab41,2.5
f8bed397,4.0
f8f00deb,3.5
f9511ff8,4.0
f95ee168,4.0
f9b99dd4,3.0
f9cf5bf0,4.5
f9d1846d,4.5
f9d3981d,4.0
f9eec00e,5.5
f9f9b53f,4.0
f9fd3268,6.0
fa1a67ba,2.5
fa34f270,3.5
fa489e99,6.0
fa6893a9,4.5
fa7a179f,3.5
faa72937,2.0
fadcab5b,4.5
fae5bded,3.5
fb2cb7e6,4.5
fb4902e4,4.0
fb53dda6,2.5
fb682f46,5.5
fb6c9c09,2.5
fb7849a6,3.5
fb9b8674,3.0
fc04d65c,3.5
fc0d73b1,3.0
fc564f46,2.0
fc76950f,5.5
fc95c51a,5.5
fca422ea,3.0
fcd51d95,4.0
fd1e6766,4.5
fd25a501,3.5
fd3ee9bb,4.0
fd565688,5.0
fd77c29e,3.5
fd802ea8,3.5
fd86ee30,5.0
fda155fa,4.5
fde20dd8,4.0
fdecb7b7,3.5
fe092635,4.5
fe2065cc,2.5
fe4b82ea,3.0
fe517d36,2.5
fe5f3bdb,3.5
fe746252,4.0
fe7cb4da,4.0
fea58520,3.5
fed10058,4.0
fedefb50,4.0
fee38d19,3.5
fef49516,2.5
ff25c55d,4.5
ff2f2711,3.0
ff387a10,3.5
ff5ac707,3.0
ff635a91,3.5
ff7f1779,4.5
ff90a677,4.0
ff9a11ae,3.5
ff9d1032,4.0
ffab2ba4,3.5
ffb8c745,3.5
ffbef7e5,4.0
ffccd6fd,1.5
ffec5b38,5.0
fff05981,4.0
